imgname,startx,starty,width,height,label
mechanicalmeter/99989.jpg,493,215,18,17,11
mechanicalmeter/99989.jpg,516,132,36,84,-9
mechanicalmeter/99987.jpg,134,129,41,55,9
mechanicalmeter/99987.jpg,203,124,41,72,9
mechanicalmeter/99987.jpg,270,119,46,68,9
mechanicalmeter/99987.jpg,350,118,42,75,8
mechanicalmeter/99987.jpg,424,117,43,80,7
mechanicalmeter/99987.jpg,479,192,18,19,11
mechanicalmeter/99987.jpg,496,118,44,64,-9
mechanicalmeter/99982.jpg,137,122,45,64,9
mechanicalmeter/99982.jpg,206,122,38,70,9
mechanicalmeter/99982.jpg,277,124,43,69,9
mechanicalmeter/99982.jpg,353,125,37,62,8
mechanicalmeter/99982.jpg,426,123,50,60,2
mechanicalmeter/99982.jpg,479,197,22,19,11
mechanicalmeter/99982.jpg,498,119,47,67,-8
mechanicalmeter/9998.jpg,134,168,29,58,9
mechanicalmeter/9998.jpg,197,166,41,69,2
mechanicalmeter/9998.jpg,269,167,42,66,9
mechanicalmeter/9998.jpg,339,163,41,73,8
mechanicalmeter/9998.jpg,392,249,21,29,11
mechanicalmeter/9998.jpg,412,155,47,83,-9
mechanicalmeter/9997.jpg,169,187,31,57,9
mechanicalmeter/9997.jpg,230,182,38,59,9
mechanicalmeter/9997.jpg,302,182,40,72,9
mechanicalmeter/9997.jpg,373,182,36,66,7
mechanicalmeter/9997.jpg,429,239,21,26,11
mechanicalmeter/9997.jpg,444,174,34,56,-9
mechanicalmeter/9996.jpg,163,186,43,67,9
mechanicalmeter/9996.jpg,236,183,40,68,9
mechanicalmeter/9996.jpg,308,183,40,69,9
mechanicalmeter/9996.jpg,381,186,36,54,6
mechanicalmeter/9996.jpg,436,249,18,20,11
mechanicalmeter/9996.jpg,448,184,59,62,-1
mechanicalmeter/9996(2).jpg,149,141,30,60,9
mechanicalmeter/9996(2).jpg,216,140,45,69,9
mechanicalmeter/9996(2).jpg,294,136,43,69,9
mechanicalmeter/9996(2).jpg,365,139,42,69,9
mechanicalmeter/9996(2).jpg,439,140,43,69,6
mechanicalmeter/9996(2).jpg,494,211,22,23,11
mechanicalmeter/9996(2).jpg,513,152,45,60,-1
mechanicalmeter/99950D.jpg,92,157,40,61,9
mechanicalmeter/99950D.jpg,165,154,48,65,9
mechanicalmeter/99950D.jpg,253,146,43,68,9
mechanicalmeter/99950D.jpg,344,144,38,91,5
mechanicalmeter/99950D.jpg,424,142,58,88,10
mechanicalmeter/99950D.jpg,489,230,25,22,11
mechanicalmeter/99950D.jpg,511,145,48,89,-10
mechanicalmeter/99948.jpg,293,46,30,56,9
mechanicalmeter/99948.jpg,361,51,36,59,9
mechanicalmeter/99948.jpg,431,54,32,58,9
mechanicalmeter/99948.jpg,495,64,32,52,4
mechanicalmeter/99948.jpg,551,80,31,60,8
mechanicalmeter/99948.jpg,599,80,28,71,-9
mechanicalmeter/9993.jpg,155,152,50,51,9
mechanicalmeter/9993.jpg,237,144,48,63,9
mechanicalmeter/9993.jpg,315,143,50,56,9
mechanicalmeter/9993.jpg,402,143,46,66,3
mechanicalmeter/9993.jpg,481,144,48,61,-7
mechanicalmeter/9987.jpg,0,0,273,192,9
mechanicalmeter/9987.jpg,141,137,45,53,9
mechanicalmeter/9987.jpg,299,122,45,66,8
mechanicalmeter/9987.jpg,378,120,48,65,7
mechanicalmeter/9987.jpg,456,121,72,66,-4
mechanicalmeter/9979D.jpg,115,138,37,59,9
mechanicalmeter/9979D.jpg,191,133,50,72,9
mechanicalmeter/9979D.jpg,276,128,45,67,9
mechanicalmeter/9979D.jpg,366,135,50,70,7
mechanicalmeter/9979D.jpg,446,143,45,61,10
mechanicalmeter/9979D.jpg,510,206,16,20,11
mechanicalmeter/9979D.jpg,525,128,49,73,-10
mechanicalmeter/9975.jpg,143,129,35,58,9
mechanicalmeter/9975.jpg,210,122,46,63,9
mechanicalmeter/9975.jpg,292,121,50,54,7
mechanicalmeter/9975.jpg,374,116,48,64,5
mechanicalmeter/9975.jpg,459,130,42,52,-5
mechanicalmeter/9974.jpg,137,100,53,58,9
mechanicalmeter/9974.jpg,217,91,44,65,9
mechanicalmeter/9974.jpg,298,90,46,58,7
mechanicalmeter/9974.jpg,379,91,50,56,4
mechanicalmeter/9974.jpg,463,87,51,64,-9
mechanicalmeter/9968.jpg,124,118,44,52,9
mechanicalmeter/9968.jpg,199,111,45,56,9
mechanicalmeter/9968.jpg,276,103,52,61,6
mechanicalmeter/9968.jpg,360,102,50,61,8
mechanicalmeter/9968.jpg,430,98,100,69,-2
mechanicalmeter/9929.jpg,170,120,49,52,9
mechanicalmeter/9929.jpg,248,110,48,59,9
mechanicalmeter/9929.jpg,329,108,53,61,2
mechanicalmeter/9929.jpg,414,115,45,52,9
mechanicalmeter/9929.jpg,493,102,47,52,-1
mechanicalmeter/9909.jpg,160,115,38,55,9
mechanicalmeter/9909.jpg,230,109,48,58,9
mechanicalmeter/9909.jpg,315,107,46,52,10
mechanicalmeter/9909.jpg,399,104,46,62,9
mechanicalmeter/9909.jpg,463,97,91,65,-1
mechanicalmeter/9899.jpg,166,102,50,57,9
mechanicalmeter/9899.jpg,236,94,56,61,8
mechanicalmeter/9899.jpg,326,90,41,66,9
mechanicalmeter/9899.jpg,400,97,48,48,9
mechanicalmeter/9899.jpg,470,94,66,73,-9
mechanicalmeter/9897.jpg,154,100,46,52,9
mechanicalmeter/9897.jpg,225,90,51,60,8
mechanicalmeter/9897.jpg,313,88,43,65,9
mechanicalmeter/9897.jpg,392,88,47,55,7
mechanicalmeter/9897.jpg,475,85,66,65,-9
mechanicalmeter/9892.jpg,176,140,42,49,9
mechanicalmeter/9892.jpg,251,129,45,61,8
mechanicalmeter/9892.jpg,326,132,50,53,9
mechanicalmeter/9892.jpg,409,130,45,57,2
mechanicalmeter/9892.jpg,489,134,42,49,-9
mechanicalmeter/98.jpg,145,113,31,60,2
mechanicalmeter/98.jpg,203,113,33,51,7
mechanicalmeter/98.jpg,264,119,35,48,6
mechanicalmeter/98.jpg,328,112,37,52,5
mechanicalmeter/98.jpg,390,108,33,58,1
mechanicalmeter/98.jpg,452,114,33,51,1
mechanicalmeter/96.jpg,146,117,30,53,2
mechanicalmeter/96.jpg,205,110,35,57,7
mechanicalmeter/96.jpg,267,111,34,55,6
mechanicalmeter/96.jpg,330,110,32,57,9
mechanicalmeter/96.jpg,391,110,36,56,5
mechanicalmeter/96.jpg,449,113,41,53,3
mechanicalmeter/94.jpg,145,116,31,55,2
mechanicalmeter/94.jpg,203,111,33,53,7
mechanicalmeter/94.jpg,266,110,31,56,7
mechanicalmeter/94.jpg,331,110,31,57,10
mechanicalmeter/94.jpg,392,108,31,57,1
mechanicalmeter/94.jpg,455,112,36,52,3
mechanicalmeter/92.jpg,144,115,32,57,2
mechanicalmeter/92.jpg,203,111,33,53,7
mechanicalmeter/92.jpg,264,112,35,53,7
mechanicalmeter/92.jpg,328,108,34,59,1
mechanicalmeter/92.jpg,390,111,35,56,6
mechanicalmeter/92.jpg,451,121,38,44,6
mechanicalmeter/91199_9.jpg,102,97,48,63,9
mechanicalmeter/91199_9.jpg,189,92,47,68,1
mechanicalmeter/91199_9.jpg,277,92,48,66,2
mechanicalmeter/91199_9.jpg,375,93,47,65,10
mechanicalmeter/91199_9.jpg,467,95,62,59,10
mechanicalmeter/91199_8.jpg,102,106,47,65,9
mechanicalmeter/91199_8.jpg,185,104,53,66,1
mechanicalmeter/91199_8.jpg,274,101,50,69,2
mechanicalmeter/91199_8.jpg,371,109,50,57,10
mechanicalmeter/91199_8.jpg,463,103,60,60,10
mechanicalmeter/91199_7.jpg,78,98,53,67,9
mechanicalmeter/91199_7.jpg,177,96,48,69,1
mechanicalmeter/91199_7.jpg,272,90,60,73,2
mechanicalmeter/91199_7.jpg,376,92,63,69,10
mechanicalmeter/91199_7.jpg,479,94,65,68,10
mechanicalmeter/91199_6.jpg,80,98,52,67,9
mechanicalmeter/91199_6.jpg,178,95,47,69,1
mechanicalmeter/91199_6.jpg,268,88,61,71,2
mechanicalmeter/91199_6.jpg,372,90,53,73,9
mechanicalmeter/91199_6.jpg,474,90,58,74,10
mechanicalmeter/91199_5.jpg,85,84,51,68,9
mechanicalmeter/91199_5.jpg,179,78,51,69,1
mechanicalmeter/91199_5.jpg,279,68,53,72,1
mechanicalmeter/91199_5.jpg,377,71,65,66,9
mechanicalmeter/91199_5.jpg,481,74,65,69,9
mechanicalmeter/91199_4.jpg,86,87,52,65,9
mechanicalmeter/91199_4.jpg,181,85,51,69,1
mechanicalmeter/91199_4.jpg,285,68,33,58,1
mechanicalmeter/91199_4.jpg,380,71,56,71,9
mechanicalmeter/91199_4.jpg,477,82,60,53,9
mechanicalmeter/91199_3.jpg,84,104,52,69,9
mechanicalmeter/91199_3.jpg,180,103,51,70,1
mechanicalmeter/91199_3.jpg,285,91,36,78,1
mechanicalmeter/91199_3.jpg,381,95,59,75,9
mechanicalmeter/91199_3.jpg,489,107,52,69,9
mechanicalmeter/91199_2.jpg,84,102,54,71,9
mechanicalmeter/91199_2.jpg,180,98,51,71,1
mechanicalmeter/91199_2.jpg,280,90,52,73,1
mechanicalmeter/91199_2.jpg,383,91,56,73,9
mechanicalmeter/91199_2.jpg,481,97,65,69,9
mechanicalmeter/91199_1.jpg,79,100,52,66,9
mechanicalmeter/91199_1.jpg,175,95,50,71,1
mechanicalmeter/91199_1.jpg,274,90,53,73,1
mechanicalmeter/91199_1.jpg,376,92,56,72,9
mechanicalmeter/91199_1.jpg,476,99,55,69,9
mechanicalmeter/91199_0.jpg,78,85,47,65,9
mechanicalmeter/91199_0.jpg,168,76,48,71,1
mechanicalmeter/91199_0.jpg,262,70,51,72,1
mechanicalmeter/91199_0.jpg,360,73,57,70,9
mechanicalmeter/91199_0.jpg,467,77,55,71,9
mechanicalmeter/91100_0.jpg,66,102,52,70,9
mechanicalmeter/91100_0.jpg,157,99,51,71,1
mechanicalmeter/91100_0.jpg,252,99,51,71,1
mechanicalmeter/91100_0.jpg,353,108,53,70,10
mechanicalmeter/91100_0.jpg,452,104,67,69,10
mechanicalmeter/91099_9.jpg,64,84,52,69,9
mechanicalmeter/91099_9.jpg,158,83,51,71,1
mechanicalmeter/91099_9.jpg,258,75,50,75,1
mechanicalmeter/91099_9.jpg,365,91,57,63,10
mechanicalmeter/91099_9.jpg,469,87,66,67,10
mechanicalmeter/91099_8.jpg,62,78,53,66,9
mechanicalmeter/91099_8.jpg,156,72,50,70,1
mechanicalmeter/91099_8.jpg,256,72,50,73,1
mechanicalmeter/91099_8.jpg,357,81,53,61,10
mechanicalmeter/91099_8.jpg,467,82,55,65,10
mechanicalmeter/91099_7.jpg,64,68,50,66,9
mechanicalmeter/91099_7.jpg,156,64,51,69,1
mechanicalmeter/91099_7.jpg,254,62,52,72,1
mechanicalmeter/91099_7.jpg,352,61,66,69,10
mechanicalmeter/91099_7.jpg,464,67,63,67,10
mechanicalmeter/91099_6.jpg,87,109,51,67,9
mechanicalmeter/91099_6.jpg,180,108,53,70,1
mechanicalmeter/91099_6.jpg,280,98,53,71,1
mechanicalmeter/91099_6.jpg,379,97,53,72,10
mechanicalmeter/91099_6.jpg,485,104,65,70,10
mechanicalmeter/91099_5.jpg,94,112,51,69,9
mechanicalmeter/91099_5.jpg,192,108,48,73,1
mechanicalmeter/91099_5.jpg,285,102,57,76,10
mechanicalmeter/91099_5.jpg,385,99,57,73,9
mechanicalmeter/91099_5.jpg,493,113,55,67,9
mechanicalmeter/91099_4.jpg,91,110,52,68,9
mechanicalmeter/91099_4.jpg,189,108,48,71,1
mechanicalmeter/91099_4.jpg,277,97,64,61,10
mechanicalmeter/91099_4.jpg,383,92,57,74,9
mechanicalmeter/91099_4.jpg,487,103,55,69,9
mechanicalmeter/91099_3.jpg,104,104,51,68,9
mechanicalmeter/91099_3.jpg,200,100,50,69,1
mechanicalmeter/91099_3.jpg,300,89,52,68,10
mechanicalmeter/91099_3.jpg,401,89,55,73,9
mechanicalmeter/91099_3.jpg,499,98,55,71,9
mechanicalmeter/91099_2.jpg,102,115,47,63,9
mechanicalmeter/91099_2.jpg,192,112,45,69,1
mechanicalmeter/91099_2.jpg,278,102,63,61,10
mechanicalmeter/91099_2.jpg,381,103,51,69,9
mechanicalmeter/91099_2.jpg,476,111,52,69,9
mechanicalmeter/91099_1.jpg,87,110,52,65,9
mechanicalmeter/91099_1.jpg,180,103,53,70,1
mechanicalmeter/91099_1.jpg,275,98,62,65,10
mechanicalmeter/91099_1.jpg,380,100,55,71,9
mechanicalmeter/91099_1.jpg,479,108,56,70,9
mechanicalmeter/91098_0.jpg,89,100,52,67,9
mechanicalmeter/91098_0.jpg,184,97,49,69,1
mechanicalmeter/91098_0.jpg,276,95,63,67,10
mechanicalmeter/91098_0.jpg,382,94,55,73,9
mechanicalmeter/91098_0.jpg,482,95,58,74,8
mechanicalmeter/90.jpg,145,115,31,57,2
mechanicalmeter/90.jpg,203,111,35,53,7
mechanicalmeter/90.jpg,264,112,34,53,7
mechanicalmeter/90.jpg,329,112,36,53,5
mechanicalmeter/90.jpg,391,112,32,54,6
mechanicalmeter/90.jpg,451,112,28,46,5
mechanicalmeter/9.jpg,159,26,27,53,7
mechanicalmeter/9.jpg,221,21,31,54,5
mechanicalmeter/9.jpg,283,23,30,49,3
mechanicalmeter/9.jpg,344,15,28,52,2
mechanicalmeter/9.jpg,407,13,30,55,7
mechanicalmeter/9.jpg,466,19,41,51,6
mechanicalmeter/8_9.jpg,64,77,52,70,10
mechanicalmeter/8_9.jpg,154,68,66,68,10
mechanicalmeter/8_9.jpg,271,66,56,73,10
mechanicalmeter/8_9.jpg,374,69,63,67,10
mechanicalmeter/8_9.jpg,480,82,66,51,9
mechanicalmeter/8_8.jpg,54,75,51,68,10
mechanicalmeter/8_8.jpg,148,67,65,66,10
mechanicalmeter/8_8.jpg,260,67,68,69,10
mechanicalmeter/8_8.jpg,373,62,65,68,10
mechanicalmeter/8_8.jpg,489,56,66,70,9
mechanicalmeter/8_7.jpg,59,76,52,69,10
mechanicalmeter/8_7.jpg,153,67,65,68,10
mechanicalmeter/8_7.jpg,273,60,55,73,10
mechanicalmeter/8_7.jpg,379,60,68,70,10
mechanicalmeter/8_7.jpg,500,56,57,76,9
mechanicalmeter/8_6.jpg,65,76,54,71,10
mechanicalmeter/8_6.jpg,155,68,65,68,10
mechanicalmeter/8_6.jpg,272,68,55,71,10
mechanicalmeter/8_6.jpg,374,69,65,67,10
mechanicalmeter/8_6.jpg,490,63,55,73,9
mechanicalmeter/8_5.jpg,59,76,52,71,10
mechanicalmeter/8_5.jpg,154,68,66,65,10
mechanicalmeter/8_5.jpg,271,66,65,67,10
mechanicalmeter/8_5.jpg,380,60,68,69,10
mechanicalmeter/8_5.jpg,489,57,70,69,8
mechanicalmeter/8_4.jpg,59,77,52,70,10
mechanicalmeter/8_4.jpg,153,69,65,68,10
mechanicalmeter/8_4.jpg,269,65,66,69,10
mechanicalmeter/8_4.jpg,387,62,57,73,10
mechanicalmeter/8_4.jpg,495,55,62,82,8
mechanicalmeter/8_3.jpg,58,70,50,67,10
mechanicalmeter/8_3.jpg,152,64,64,64,10
mechanicalmeter/8_3.jpg,270,51,55,73,10
mechanicalmeter/8_3.jpg,375,48,67,67,10
mechanicalmeter/8_3.jpg,493,42,59,75,8
mechanicalmeter/8_2.jpg,64,69,56,75,10
mechanicalmeter/8_2.jpg,169,70,67,68,10
mechanicalmeter/8_2.jpg,275,62,66,70,10
mechanicalmeter/8_2.jpg,397,60,53,70,10
mechanicalmeter/8_2.jpg,505,55,66,68,8
mechanicalmeter/8_1.jpg,57,86,51,70,10
mechanicalmeter/8_1.jpg,151,78,64,69,10
mechanicalmeter/8_1.jpg,263,79,66,70,10
mechanicalmeter/8_1.jpg,376,73,66,68,10
mechanicalmeter/8_1.jpg,494,71,58,74,8
mechanicalmeter/8_0.jpg,52,76,48,69,10
mechanicalmeter/8_0.jpg,147,65,56,73,10
mechanicalmeter/8_0.jpg,252,63,66,70,10
mechanicalmeter/8_0.jpg,368,63,65,66,10
mechanicalmeter/8_0.jpg,481,62,60,77,8
mechanicalmeter/88.jpg,145,115,31,57,2
mechanicalmeter/88.jpg,203,112,35,53,7
mechanicalmeter/88.jpg,264,112,34,53,7
mechanicalmeter/88.jpg,332,123,28,48,6
mechanicalmeter/88.jpg,391,113,31,54,3
mechanicalmeter/88.jpg,446,115,45,48,2
mechanicalmeter/87.jpg,145,114,31,59,2
mechanicalmeter/87.jpg,203,111,33,53,7
mechanicalmeter/87.jpg,264,112,35,53,7
mechanicalmeter/87.jpg,330,113,31,53,8
mechanicalmeter/87.jpg,391,120,32,49,3
mechanicalmeter/87.jpg,447,126,41,39,3
mechanicalmeter/86.jpg,148,115,31,57,2
mechanicalmeter/86.jpg,204,111,33,53,7
mechanicalmeter/86.jpg,267,112,34,53,7
mechanicalmeter/86.jpg,330,118,31,52,8
mechanicalmeter/86.jpg,389,111,36,55,6
mechanicalmeter/86.jpg,449,114,35,49,6
mechanicalmeter/85.jpg,145,115,31,57,2
mechanicalmeter/85.jpg,203,111,33,53,7
mechanicalmeter/85.jpg,264,112,34,53,7
mechanicalmeter/85.jpg,329,108,33,59,9
mechanicalmeter/85.jpg,391,110,32,57,10
mechanicalmeter/85.jpg,449,118,33,48,10
mechanicalmeter/84.jpg,145,114,31,58,2
mechanicalmeter/84.jpg,203,112,33,53,7
mechanicalmeter/84.jpg,269,119,32,52,8
mechanicalmeter/84.jpg,329,108,33,61,10
mechanicalmeter/84.jpg,391,119,32,50,3
mechanicalmeter/84.jpg,449,113,43,57,5
mechanicalmeter/83.jpg,144,120,30,50,2
mechanicalmeter/83.jpg,203,112,33,52,7
mechanicalmeter/83.jpg,268,117,31,55,8
mechanicalmeter/83.jpg,329,107,33,58,1
mechanicalmeter/83.jpg,390,109,36,57,10
mechanicalmeter/83.jpg,452,116,41,50,3
mechanicalmeter/8288.jpg,112,49,30,49,8
mechanicalmeter/8288.jpg,168,42,36,60,2
mechanicalmeter/8288.jpg,237,43,36,55,2
mechanicalmeter/8288.jpg,308,42,34,58,8
mechanicalmeter/8288.jpg,380,49,28,55,8
mechanicalmeter/8288.jpg,446,51,42,51,-2
mechanicalmeter/82316.jpg,109,53,30,49,8
mechanicalmeter/82316.jpg,166,45,41,56,2
mechanicalmeter/82316.jpg,238,46,33,52,3
mechanicalmeter/82316.jpg,310,43,28,53,1
mechanicalmeter/82316.jpg,379,53,35,55,6
mechanicalmeter/82316.jpg,441,48,44,59,-1
mechanicalmeter/82315.jpg,108,52,33,54,8
mechanicalmeter/82315.jpg,168,43,36,58,2
mechanicalmeter/82315.jpg,239,45,33,53,3
mechanicalmeter/82315.jpg,311,41,26,56,1
mechanicalmeter/82315.jpg,381,52,31,52,5
mechanicalmeter/82315.jpg,443,52,44,49,-1
mechanicalmeter/82314.jpg,109,53,30,49,8
mechanicalmeter/82314.jpg,170,44,35,58,2
mechanicalmeter/82314.jpg,239,46,32,52,3
mechanicalmeter/82314.jpg,310,41,27,55,1
mechanicalmeter/82314.jpg,382,51,30,54,4
mechanicalmeter/82314.jpg,444,60,47,50,-2
mechanicalmeter/82313.jpg,109,53,30,49,8
mechanicalmeter/82313.jpg,169,43,36,58,2
mechanicalmeter/82313.jpg,238,46,33,51,3
mechanicalmeter/82313.jpg,312,42,29,54,1
mechanicalmeter/82313.jpg,382,51,30,54,3
mechanicalmeter/82313.jpg,444,45,43,65,-3
mechanicalmeter/82312.jpg,114,53,30,49,8
mechanicalmeter/82312.jpg,170,45,36,57,2
mechanicalmeter/82312.jpg,238,47,33,51,3
mechanicalmeter/82312.jpg,312,41,28,55,1
mechanicalmeter/82312.jpg,382,49,26,57,2
mechanicalmeter/82312.jpg,444,50,46,48,-3
mechanicalmeter/82311.jpg,109,52,30,50,8
mechanicalmeter/82311.jpg,169,43,36,59,2
mechanicalmeter/82311.jpg,239,48,33,49,3
mechanicalmeter/82311.jpg,310,43,28,53,1
mechanicalmeter/82311.jpg,380,49,31,53,1
mechanicalmeter/82311.jpg,444,47,45,66,-4
mechanicalmeter/82310.jpg,110,53,30,49,8
mechanicalmeter/82310.jpg,168,43,36,59,2
mechanicalmeter/82310.jpg,238,47,33,51,3
mechanicalmeter/82310.jpg,311,43,26,54,1
mechanicalmeter/82310.jpg,377,48,35,53,10
mechanicalmeter/82310.jpg,444,55,43,47,-4
mechanicalmeter/82309.jpg,109,53,30,49,8
mechanicalmeter/82309.jpg,169,43,36,58,2
mechanicalmeter/82309.jpg,237,46,35,52,3
mechanicalmeter/82309.jpg,307,36,35,55,10
mechanicalmeter/82309.jpg,379,48,32,54,9
mechanicalmeter/82309.jpg,448,63,37,48,-5
mechanicalmeter/82308.jpg,109,53,30,51,8
mechanicalmeter/82308.jpg,169,43,36,59,2
mechanicalmeter/82308.jpg,238,46,33,52,3
mechanicalmeter/82308.jpg,307,39,35,58,10
mechanicalmeter/82308.jpg,381,50,27,54,8
mechanicalmeter/82308.jpg,442,44,43,55,-5
mechanicalmeter/82307.jpg,109,53,30,49,8
mechanicalmeter/82307.jpg,169,44,37,57,2
mechanicalmeter/82307.jpg,239,46,33,52,3
mechanicalmeter/82307.jpg,307,40,35,57,10
mechanicalmeter/82307.jpg,381,49,32,52,7
mechanicalmeter/82307.jpg,441,52,42,52,-6
mechanicalmeter/82306.jpg,110,52,30,50,8
mechanicalmeter/82306.jpg,168,43,36,59,2
mechanicalmeter/82306.jpg,238,46,33,51,3
mechanicalmeter/82306.jpg,308,41,35,56,10
mechanicalmeter/82306.jpg,380,53,27,49,6
mechanicalmeter/82306.jpg,446,53,46,53,-6
mechanicalmeter/82305.jpg,108,54,33,51,8
mechanicalmeter/82305.jpg,169,44,36,58,2
mechanicalmeter/82305.jpg,239,46,32,52,3
mechanicalmeter/82305.jpg,307,40,35,57,10
mechanicalmeter/82305.jpg,382,52,30,52,5
mechanicalmeter/82305.jpg,439,52,48,50,-7
mechanicalmeter/82303.jpg,109,53,30,49,8
mechanicalmeter/82303.jpg,170,44,35,57,2
mechanicalmeter/82303.jpg,239,45,34,53,3
mechanicalmeter/82303.jpg,307,40,35,58,10
mechanicalmeter/82303.jpg,381,50,31,54,3
mechanicalmeter/82303.jpg,439,45,46,57,-8
mechanicalmeter/82302_1.jpg,112,51,30,50,8
mechanicalmeter/82302_1.jpg,169,43,37,58,2
mechanicalmeter/82302_1.jpg,239,46,33,52,3
mechanicalmeter/82302_1.jpg,307,40,35,57,10
mechanicalmeter/82302_1.jpg,374,40,40,61,1
mechanicalmeter/82302_1.jpg,444,47,38,57,-9
mechanicalmeter/82302.jpg,113,51,30,50,8
mechanicalmeter/82302.jpg,170,42,36,61,2
mechanicalmeter/82302.jpg,238,45,33,53,3
mechanicalmeter/82302.jpg,307,40,35,57,10
mechanicalmeter/82302.jpg,380,49,30,53,2
mechanicalmeter/82302.jpg,441,51,48,54,-9
mechanicalmeter/82301.jpg,109,53,29,49,8
mechanicalmeter/82301.jpg,168,43,36,59,2
mechanicalmeter/82301.jpg,239,46,32,52,3
mechanicalmeter/82301.jpg,307,40,35,57,10
mechanicalmeter/82301.jpg,378,50,29,47,1
